0.5454545454545454	4	 It is good the third point underlined by Julian Huxley .	 This is , indeed , the third point underlined by Julian Huxley .	1.0
0.9032258064516129	5	 But it offers no solution in structural unemployment problem which was apparent in Western Europe .	 But it offers no solution to the structural unemployment problem that has appeared in Western Europe .	1.5
0.8222222222222222	10	 Right after the General Council of the ended liberal Party , Jean Charest went in Jean-Talon , in Quebec yesterday , where new Minister of Health , Yves Bolduc -LRB- to the left -RRB- , tries be elected on the occasion of the current by-election .	 Right after the General Council of the Parti Libéral had ended , Jean Charest went to Jean-Talon , in Quebec yesterday , where the new Minister of Health , Yves Bolduc -LRB- to the left -RRB- , is trying to get elected in the current by-election .	2.8333333333333335
0.75	7	 With the arrival of the film in cinemas , the return of critics and the public can be heard .	 With the arrival of the film in movie houses , feedback from critics and the public is being heard .	1.6666666666666667
0.0	2	 Aptitude test in outside	 Aptitude test outdoors	1.0
0.8000000000000002	4	 Everything it is crossed well .	 It all went well .	1.0
0.5714285714285715	5	 I have seen plenty of things and lived in both of experience ! , exclame Miss Sierra Leone .	 I have seen plenty of things and lived so many experiences ! , exclaims Miss Sierra Leone .	1.5
1.0	3	 Mamadou Diop Thioune asserts : the agreements have never had social and economic positive effect .	 Mamadou Diop Thioune asserts : the agreements have never had a positive social and economic effect .	1.5
0.5365853658536585	5	 When his father died in a crusade 1035 , his family has acknowledged , and it became Duke of Normandy .	 When his father died in a crusade in 1035 , his family acknowledged him , and he became the Duke of Normandy .	2.75
0.4838709677419355	10	 The experts are wondering about what time the sauriens are divided into three groups of evolution : the théropodes -LRB- carnivores -RRB- who understand the tyrannosaure and vélociraptor emerged later and take the birds , the sauropodes , quadrupedal animals in the long neck , and those who are related and the herbivores ornithischiens which are part of the species such as the Triceratops and stégosaure .	 The experts are wondering amongst each other during which period the saurians divided into three major evolutionary groups : the théropods -LRB- carnivores -RRB- which include the tyrannosaurus and the velociraptor that appeared later on and from which the birds descended , the sauropods , four-legged with a long neck , and those that are related to them and the ornithischian herbivores , of which species such as the triceratops and stegosaurus are part .	1.6388888888888888
0.9166666666666666	1	 He believes that this will lead to lower the rate of accidents and the number of deaths on roads in the Czech Republic .	 He believes that this will lead to lowering the rate of accidents and the number of deaths on roads in the Czech Republic .	0.0
0.888888888888889	7	 When go out these documents , the English public opinion is already very hostile to his banks .	 When these documents came out , English public opinion was already very hostile to its banks .	2.3333333333333335
0.3076923076923077	10	 Even the cheapest mobile , -LRB- e.g. the Vodafone 527 -RRB- have a memory card slot for tradable -LRB- the type M2 , microSD , etc -RRB- .	 Even the cheapest mobile phones , -LRB- e.g. the Vodafone 527 -RRB- generally have a slot for exchangeable memory cards -LRB- M2 type , microSD , etc. -RRB- .	2.3333333333333335
0.7954545454545455	10	 The development and the promotion of tools of bypassing are more or less under the influence of the rhetoric of cold war of the GFW -LSB- Great wall of Fire , nickname of the shield finalized by the Chinese government to censor Internet , NdE -RSB- -LRB- as Lokman Tsui underlined it in its thesis -RRB- .	 The development and the promotion of circumvention tools are more or less under the influence of the cold war rhetoric of the GFW -LSB- GreatFire Wall , nickname of the shield developed by the Chinese government to censor the Internet , ed . -RSB- -LRB- as Lokman Tsui underlined in his thesis -RRB- .	3.1333333333333333
0.9545454545454545	10	 Meanwhile , on the other side of La Manche , the British government seemed to nationalize another bank manhandled by the financial crisis .	 Meanwhile , on the other side of the Channel , the British government seemed to be moving towards nationalizing another bank suffering from the recession .	1.6666666666666667
1.0	3	 `` Many moms are disappointed not being able to access , '' because HEMA-QUEBEC did not propose this complex and expensive program in all hospitals in Quebec .	 `` Many moms are disappointed not being able to access it , '' because HEMA-QUEBEC can not run this complex and expensive program in all hospitals in Quebec .	3.0
0.8275862068965518	9	 The two children will become the lot for 27 years and are committed to integrate the company , said Hubert Burda , 69 , Spiegel .	 The two children will inherit at 27 years old and are firmly committed to integrate the company , Hubert Burda , 69 , said to Spiegel .	2.875
1.0	3	 But this opening also establishes a luck .	 But this openness also establishes an opportunity .	2.0
0.625	1	 The advantage of virtual operators the ability to concentrate on a target group more specific .	 The advantage of virtual operators being the ability to concentrate on a more specific target group .	0.0
0.6666666666666666	10	 Sylvain Simard let hear that four firms which compose the consortium -LRB- BPR , Dessau , Group SM and Axor -RRB- '' are known well about the liberal Party of Quebec '' .	 Sylvain Simard let it be understood that the four firms which make up the consortium -LRB- BPR , Dessau , Group SM and Axor -RRB- `` are well known by the Liberal Party of Quebec . ''	2.4166666666666665
0.8387096774193549	4	 In short , even our estimate `` moderate '' can significantly underestimated the cost of American engagement in Iraq .	 In short , even our `` moderate '' estimate can significantly underestimate the cost of the American engagement in Iraq .	3.6666666666666665
0.9	3	 In 1997 , he played in `` Titanic . ''	 In 1997 , he acted in `` Titanic '' .	2.5
1.0	5	 Paul O'Neill , the very direct US Treasury secretary , suggests that the États-unis can not and will not intervene to support the dollar .	 Paul O'Neill , the very direct U.S. Finance Minister , suggested that the U.S. can not and will not intervene to support the dollar .	1.75
0.75	6	 ungrateful , operators yet found anything objectionable .	 Ungrateful , the operators nevertheless found more to say .	1.2
0.9285714285714286	3	 '' once the data published , an application was online within 2 days .	 `` Once the data was published , an application was online within 2 days .	2.0
0.7564102564102565	10	 National is not written '' god is Â '' or '' God is not Â '' but '' by Diderot ... according to St Augustine ... according to Richard Dawkins ... according to Pascal ... on Nietszche ... as Pope John Paul II ... Â '' , etc . section ideal on such controversial and necessarily impossible to resolve will provide the elements of the dispute , the main arguments and trials titles devoted to the question that had an influence on public opinion .	 On Wikipedia it is not written that `` God exists '' or `` God does not exist '' but `` according to Diderot ... according to St Augustine ... according to Richard Dawkins ... according to Pascal ... according to Nietzsche ... according to Pope John Paul II ... '' , etc. . The ideal article on this type of subject , controversial and necessarily impossible to resolve , will provide the elements of the dispute , the main arguments and titles of texts devoted to the question that had an influence on public opinion .	2.7333333333333334
0.7659574468085107	10	 If the government the United States is really interested in the democracy in the Arabic world , he should stop sending helps to the dictatorships , and just loosening .	 If the United States government is really interested in democracy in the Arab world , it should stop sending aid to the dictatorships and just cut them loose .	2.9
1.0	1	 He was the son of a painter famous landscape painter , William Collins .	 He was the son of a famous landscape painter , William Collins .	0.0
0.5964912280701754	8	 `` It shows how the market was on the plan '' , it added , fearing that a plan adopted in several days is `` too late . ''	 `` It shows how far the market counted on that plan '' , she added , fearing that a project adopted within several days would come `` too late . ''	2.857142857142857
0.6129032258064516	10	 I compare this activity with that realized in my other training courses , the common point of my training courses it is that they make all of the transport but there are also differences .	 I compare this activity with that undertaken in my other internships . The common point of my internships is that they are all to do with transport , but there are also differences .	2.0
1.0	5	 The lawyers of the former director general of Yukos , Mikhail Khodorkovsky , filed complaints with the European Court of Human Rights in Strasbourg .	 The lawyers for the former Director General of Yukos , Mikhail Khodorkovsky , filed a complaint with the European Court of Human Rights in Strasbourg .	3.0
0.6923076923076923	8	 `` I wanted to work with Pepa Gamboa and it has offered to interpret the dancer sévillane tórtola Valencia , and it seemed unbelievable '' .	 `` I wanted to work with Pepa Gamboa and she offered me to interpret the Seville dancer Tórtola Valencia , and it seemed unbelievable to me '' .	2.2857142857142856
0.8750000000000001	3	 Then the conversation took a turn even more alarming .	 Then the conversation took an even more alarming turn .	2.5
0.8888888888888888	5	 So look for games , quiet and avoid programmes or television series that are more or less violent .	 Therefore , look for quiet games and avoid programmes or television series that are more or less violent .	1.25
0.6923076923076923	8	 Part of the European public , noting the decline of European populations that threat , to take the opposite and promote the return to large families .	 Part of the European public , noting the threat of declining European populations , wants to turn things around and promote the return to large families .	1.4285714285714286
0.5	10	 On one side the museum raved of time and of the willingness and towards Wikimédia France , we are in charge of of the transport of the volunteers for which we had a budget .	 On the one hand , the museum made available time and its good will and as for Wikimédia France , we paid the transport costs of the volunteers for which we had a budget .	1.8
1.0	4	 for example , the US Congress has passed a law to help the Iranians to bypass the filtering and to lift certain sanctions to enable the download and use of their technology .	 For example , the US Congress has passed a law to help Iranians to bypass the filtering and to lift certain sanctions to permit the downloading and use of their technology .	8.666666666666666
0.5789473684210527	3	 Iraq is a lack of security , while the foreigners are thwarted at every attempt to investment in Russia .	 Iraq suffers a lack of security , while foreigners are thwarted at every attempt to invest in Russia .	7.5
1.0	2	 We can find famous objects as the Rosetta stone or a facade of a Greek temple there .	 We can find famous objects such as the Rosetta Stone or a facade of a Greek temple there .	3.0
0.962962962962963	4	 I refuse to accept the idea that Ukraine is so tragically condemned to live at the heart of the night without stars of the Communist legacy to the point of never being able to see the day of peace and a real European unity .	 I refuse to accept the idea that Ukraine is so tragically condemned to live at the heart of the night without stars from the Communist legacy to the point of never being able to see peace and a real European unity .	5.0
0.8000000000000002	5	 All the possible explanations were made and are usually the finger on what the Africans are wrong .	 All the possible explanations were made , and usually the finger focus on what Africans did wrong .	2.25
0.9428571428571428	10	 Thanks to a brutal programme designed to absorb his political rivals on his right-wing Civic party , Fidesz -LRB- Hungary -RRB- has managed to have almost as many members that the Socialist party on his left .	 Thanks to a brutal program designed to absorb its political rivals on the right , Fidesz -LRB- the Hungarian Civic Union party -RRB- has come to have almost as many members as the Socialist Party on its left .	2.142857142857143
0.5789473684210528	10	 On Tuesday , July 12th , Roseline , I am satisfied to have had news , but to know that you are going to be operated in December , I admit that I would be kind enough to be near you , but regrettably 6000 km separate us .	 Tuesday , July 12th , Roseline , I am happy to have heard from you , but learning that you are going to have an operaton in December is not good , I admit that I wish I was with you , but regrettably 6000 km separate us .	2.0526315789473686
0.7647058823529412	5	 Barghouti has recommended and tried to implement the elections within Fatah when the Israelis have arrested .	 Barghouti had advocated and tried to implement internal elections within Fatah when the Israelis detained him .	3.5
1.0	2	 Among the former socialist economies of Eastern Europe and the Soviet Union , Little managed the actual production levels achieved before 1990 .	 Among the former socialist economies of Eastern Europe and the Soviet Union , few have managed the actual production levels achieved before 1990 .	0.0
1.0	2	 It has its own universe .	 He has his own universe .	2.0
0.9393939393939394	2	 Moreover , new forms have been developed for the declaration of assets and financial interests by people in official functions in government , parliament , in public administration and local and in the judicial system .	 Moreover , new forms have been developed for the declaration of assets and financial interests by people in official functions in government , parliament , in public and local administration and in the judicial system .	3.0
0.5555555555555556	3	 In 1967 , he so realizes a first survey on racial riots in the city of Strait .	 In 1967 , he carried out a first survey on racial riots in the city of Detroit .	6.0
0.912280701754386	10	 Hamburg and Berlin , after considering the latest information on the air attack of Kunduz , the opposition has accused the minister of defence Karl-Theodor zu Guttenberg -LRB- CSU -RRB- to have délibérémentdissimulé some facts .	 Hamburg/Berlin - After reviewing the latest intel on Kunduz air attack , the opposition accused the minister of defence Karl-Theodor zu Guttenberg -LRB- CSU -RRB- to have hidden willingly some facts .	2.6666666666666665
0.36363636363636365	6	 but in fact what this is all ?	 But in fact what is the point of it all ?	1.2
0.674698795180723	10	 - Price Robert Langdon : to inject of semantics in `` pipes '' and on the flows of information of the wired networks -LRB- IP , MPLS -RRB- and wireless networks of diverse technologies -LRB- radio environment 3G , Wi-Fi , WiMAX -RRB- , we show the cogniti	 - Robert Langdon prize : to inject some semantics into the `` pipes '' and on the information flows of the wired networks -LRB- IP , MPLS -RRB- and wireless networks of diverse technologies -LRB- radio environment 3G , Wi-Fi , WiMAX -RRB- , we show off our knowledge .	4.363636363636363
0.9259259259259259	2	 Meanwhile , criticism Americans have seen the euro zone as too cautious when it undercut slowly interest rates and maintint fiscal constraints the stability and growth .	 Meanwhile , American critics have seen the euro zone as too cautious when it undercut slowly interest rates and maintint fiscal constraints the stability and growth .	1.0
0.5641025641025641	10	 Warning flood warnings were issued Wednesday evening by civil Safety Quebec for rivers and the bass , LanaudiÃ ¨ re .	 Flood warnings were issued on Wednesday evening by the Quebec Civil Safety Department for the Rivers Ouareau and Achigan , in Lanaudière .	1.3571428571428572
0.75	1	 When the inevitable conflicts arise , public confidence , the political credibility and market forces are sacrificed needlessly . This is obviously what happened with Russia and Ukraine .	 When the inevitable conflicts arise , public confidence , political credibility and market forces are sacrificed needlessly . This is obviously what happened with Russia and Ukraine .	0.0
0.9508196721311476	6	 `` It is an initiative that I am very fond '' note Giuseppe Tornatore ` and I hope that other cities will follow the example of Bologna putting in place of other measures .	 `` It is an initiative that I am very fond of '' note Giuseppe Tornatore `` and I hope that other cities will follow the example of Bologna by establishing other measures .	4.0
1.0	5	 The actress Heather Locklear arrested for having done under the effects of a drug	 Actress Heather Locklear arrested for driving under the effect of a drug	2.5
0.736111111111111	10	 '' Christmas in 2050 '' Now the debate is particularly difficult to inform because oppose violently two inflexible clans : the liberals who think that the science and the market will find , at the convenient moment , the good answers , even if the price is raised ; and opposite the followers of the diminution who consider that it is necessary to change at once economic model by returning to a status quo mythical ante .	 `` Christmas in 2050 '' - the debate here is particularly difficult to inform because two inflexible clans are vehemently opposed : the liberals , who think that the science and the market will find , at the appropriate moment , the right answers , even if the price is high ; and , facing them , the followers of negative growth , who consider that it is necessary to change economic model at once by returning to a mythical statu quo ante .	3.5238095238095237
0.9411764705882353	2	 Who has the authority to interpret the religious texts ?	 Who has the authority necessary to interpret religious texts ?	2.0
0.8936170212765957	5	 The tax authorities independent -LRB- or tax rules such as the stability pact -RRB- stand this policy of fiscal policy , which is expensive .	 The independent tax authorities -LRB- or tax rules such as the stability pact -RRB- hinder this political use of fiscal policy , which is expensive .	4.0
0.6666666666666666	4	 According to Merkel , barely concealing his disappointment caused by the fiasco , the loss of ground of the CSU is not playing to the grand coalition in Berlin .	 According to Merkel , barely concealing her disappointment caused by the fiasco , the loss of ground of the CSU shall not negatively influence the grand coalition in Berlin .	5.666666666666667
0.6835443037974683	10	 Following the election Bundestag , which will take place in September 2009 , Merkel will again be Chancellor if they are up in one way or another , with a joint force , the CSU , having played an important role in the success of 2005 .	 Following the Bundestag election , which will take place in September 2009 , Merkel will only be able to be Chancellor again if they restore in one way or another , with a joint force , the CSU , having played an important role in the national success of 2005 .	5.0
0.9629629629629629	7	 In October , November and December 2005 , this company has issued several bills on the sale of computer equipment , for a sum of about 18 million Huf .	 In October , November and December of 2005 , this company has issued several bills for the sale of computer equipment , amounting to about 18 million HUF .	3.6666666666666665
1.0	2	 À place , they are trying to restore the rule of the Sunni minority .	 Instead , they are trying to restore the rule of the Sunni minority .	1.0
0.9767441860465117	6	 In the third quarter , 637 000 young people from 15 to 24 years old were unemployed in the sense of the BIT .	 In the third quarter , 637,000 young people from 15 to 24 years old were unemployed as defined by the BIT .	3.0
0.9523809523809523	2	 On opendata.paris.fr we find the List of the works -LRB- bibliographical note and location -RRB- in the Parisian libraries on 02/01/2009 .	 On opendata.paris.fr we find the list of works -LRB- bibliographical note and location -RRB- in the Parisian libraries on 02/01/2009 .	2.0
0.7469879518072289	10	 The group is composed of Thom Yorke singing and guitar on some pieces -RRB- , Jonny Greenwood guitar , piano and Ondes Martenot , Colin Greenwood on bass and synthesizer , Ed O'Brien on guitar and ch?urs and Phil Selway the battery .	 The group is comprised of Thom Yorke , the singer , -LRB- and guitar on some tracks -RRB- , Jonny Greenwood guitar , piano and Ondes Martenot , Colin Greenwood on bass and synthesizer , Ed O'Brien on guitar and vocals , and Phil Selway the drummer .	4.222222222222222
0.972972972972973	2	 Indeed , Georgia , as in Ukraine , democracy is tested and Europe can not afford to ignore .	 Indeed , in Georgia , as in Ukraine , democracy is tested and Europe can not afford to ignore it .	17.0
0.7468354430379747	10	 The need to challenge the arguments against Turkey 's accession to the fact that its benefits are rarely mentioned : a single geopolitical position at the crossroads of the Balkans , the South Caucasus , Central Asia , and the Middle East regions of vital importance for the security of Europe - and a major transit country for energy supplies ; the military capacity , when the EU is developing its new European defence policy ; and a strong economic potential , with a workforce young and dynamic .	 The need to challenge the arguments against Turkey 's accession means that its benefits are rarely mentioned : a unique geopolitical location at the crossroads of the Balkans , South Caucasus , Central Asia and Middle East - regions of vital importance for the security of Europe - ; a major transit country for energy supplies ; military capacity at a time when the EU is developing its new European defence policy ; and a strong economic potential , with a young and dynamic workforce .	5.4
0.5376344086021505	10	 but in its decision rejecting last March , Judge Chin was strongly criticized the system of the opt-out , such as wearing a too serious to conventional rules of copyright and at risk to give Google exclusive rights on orphan works , for which owners can neither express their refusal .	 However , in his rejection decision last March , Judge Chin had strongly criticized the opt-out system as being a too serious infringement of the conventional rules of copyright and at risk of giving Google exclusive rights to orphan works , for which owners , by their nature , have no chance to express their refusal .	2.3636363636363638
1.0	2	 Several refreshment rooms and restaurants or fast foods .	 Several refreshment rooms and restaurants or fast food outlets .	0.0
0.9310344827586207	4	 according to Benoit Tabaka , responsible for legal and regulatory PriceMinister , the notion of '' provider of communications services to the public online '' is a legal monster .	 According to Benoit Tabaka , responsible for legal and regulatory affairs at PriceMinister , the notion of `` provider of communications services to the public online '' is a legal monster .	5.0
0.9333333333333333	6	 Newman , rather than sit on its myth , will be committed until the end .	 Newman , rather than live off his myth , remaioned committed until the very end .	2.0
0.07407407407407407	10	 So that the datajournalisme develops , it is necessary to facilitate at first the access to the data .	 For data-journalism to develop , access to the data must first be made easier .	1.1333333333333333
0.8333333333333334	4	 Given its huge cost , I hope that this war will be justified . But the evidence known today , I doubt it .	 Given its huge cost , I hope that this war will be justified . But according to current evidence , I doubt it .	1.0
0.7037037037037037	9	 We must always be vigilant , `` continues the Dre décary before to emphasise that in addition to supply security , héma-québec must also provide an adequate supply .	 We must always be vigilant , '' continues Dre Décary before emphasising that in addition to a safety supply , Héma-Québec must also provide an adequate supply .	1.875
0.6363636363636364	10	 Besides , the number of stock exchanges which were granted to the cyber-activists and the Iranian bloggers , since the controversial elections of 2009 is strangely raised .	 Moreover , the number of bursaries granted to Iranian cyber-activists and bloggers since the controversial elections of 2009 is astonishingly high .	2.6
0.9047619047619047	8	 Traditionally , the European social democracies prefer to distribute goods and services scarce as the concerts and opera companies , according to a system of lines -LRB- financed by huge subsidies to keep prices low -RRB- rather than by the willingness of each to pay .	 Traditionally , the European social democracies prefer to distribute scarce goods and services such as concerts and operas , according to a queue system -LRB- financed by huge subsidies to keep prices low -RRB- rather than by the willingness of each to pay .	2.2857142857142856
0.7142857142857143	2	 Hepatitis : when do we see a doctor ?	 Hepatitis : when do we have to see a doctor ?	1.0
1.0	4	 During the parliamentary elections in 2000 , while the ruling party of Mubarak has not received approximately 38 % of votes in areas controlled by the real judges , the results have managed to culminate in 86 % when the presque-juges were responsible for observation .	 During the parliamentary elections in 2000 , while the ruling party of Mubarak only received approximately 38 % of votes in areas controlled by the real judges , the results managed to culminate in 86 % when the almost-judges were responsible for observation .	9.0
1.0	1	 To be accepted by both parties , such a solution can only respond to the wishes of both parties .	 To be accepted by both parties , such a solution can not respond to the wishes of both parties .	0.0
0.7636363636363636	10	 Such a special help to understand why some countries succeed -LRB- China , India , South Korea and Taiwan , among others -RRB- by combining elements of unorthodox policies altogether .	 Such specificity helps in understanding why some countries succeed -LRB- China , India , South Korea and Taiwan among others -RRB- by combining some rather unorthodox elements with policies which are wholly traditional .	2.4615384615384617
0.46153846153846156	4	 In the case of Saddam Hussein , the fantasy could still happen .	 In the case of Saddam Hussein , this fantasy could yet become reality .	1.3333333333333333
0.8571428571428571	2	 for Mischel , our capacity for self-regulation is so much genetic and social .	 for Mischel , our capacity for self-regulation is as much genetic as social .	3.0
1.0	3	 Because , for Barrick Gold , would the best way to lead a public debate be to lead to the ruin whoever dare to support a position against his ?	 Because , for Barrick Gold , would the best way to lead a public debate be to lead to the ruin whoever dares to support a position against its own ?	3.0
0.25	3	 But in this case , the war has had a sense .	 But in this case , the war will have made sense .	1.0
0.7777777777777777	7	 This is after all the centre of Brno , which is supposed to represent the best city , no ?!	 It is after all the centre of Brno , which is supposed to represent the city at best , is n't it ?!	3.0
0.7843137254901961	8	 The défi-clé for New Labour -LRB- according to the relookage Blair who has used its donation feature for manipulation -RRB- was the management of the British economy .	 The key challenge for New Labour -LRB- according to the makeover by Blair who used his characteristic gift for manipulation -RRB- was the management of the British economy .	2.142857142857143
0.8333333333333334	3	 However , it is clear that , in contrast the superpower of the multiplex rooms , the traditional must also improve the quality of sound and image , because the public of today is more demanding .	 However , it is clear that , in order to contrast the superpower of the multiplex rooms , the traditional rooms must also improve the quality of sound and image , because the public of today is more demanding .	6.0
0.6037735849056604	8	 During the inquiry , it has revealed that the young man of 23 years ago was a large sum of money to a man of 53 years .	 During the inquiry , it has been revealed that the young man aged 23 years owed a large sum of money to a 53 years old man .	2.857142857142857
0.5517241379310345	10	 In 1999 has appeared on the market a technique is much more sensitive HIV testing , testing nucléique acid -LRB- tan -RRB- , which can detect directly in the blood of donors in the presence of the virus itself rather than antibodies against the virus , which sat the tests used so far .	 In 1999 , there appeared on the market a much more sensitive technique for testing the start of HIV : nucleic acid testing -LRB- NAT -RRB- , which can detect the presence of the virus right in the donors ' blood , rather than antibodies against the virus , which is what was done in the tests used till then .	2.076923076923077
1.0	2	 Costs are relatively modest .	 The costs are relatively modest .	0.0
1.0	4	 Too often , the commission has promoted the introduction of new legislation and the creation of new spending programmes , rather than the management of what is already in place .	 Too often , the commission has favored the introduction of new legislation and the creation of new spending programmes to the management of what is already in place .	5.0
1.0	3	 These inhabitants ' associations do not care about tens of thousand euro spent in freshly judicial .	 These residents ' associations do not care about tens of thousand euro spent in legal fees .	7.0
1.0	1	 The federal capital , Washington , is located in the District of Columbia , a federal district out of the 50 states .	 The federal capital , Washington , is located in the District of Columbia , a federal district outside of the 50 states .	0.0
0.717948717948718	7	 `` It 's between us here , but I expect to be , '' he told his militants , sparking applause at home .	 `` It is just between us , but I expect to be there , '' he told his militants , sparking prolonged applause .	3.3333333333333335
0.9361702127659574	7	 Until recently , more than half of students graduating from the higher in math , science and engineering to États-unis were born abroad .	 Until recently , more than half of students graduating with high degrees in math , science and engineering in the United States were born abroad .	1.6666666666666667
0.5526315789473685	10	 After the grammar school , he finds very fast a work in a company of equipment , but dreaming to lead a truck , he finds finally an employment to the Crown Electric Company as delivery driver , a work which does not suit to him .	 After middle school , he quickly found a job in a tooling company , but dreaming of driving a truck , he finally found a job in the Crown Electric Company as a delivery driver , work which did not suit him .	2.263157894736842
0.9523809523809524	10	 But a representative of the secret services in Pakistan that has been informed of the case said Saturday that Saifullah had not managed to convince the commanders of the al Qaeda that these men were not involved in the plot of the CIA to infiltrate the terrorist network .	 But a representative of the Pakistani secret services who was informed about the case said Saturday that Saifullah had not managed to convince the commanders of al Qaeda that these men were not involved in the CIA plot to infiltrate the terrorist network .	3.3636363636363638
0.9714285714285714	10	 - The complexity : while it seems easy to seize , the cyber-activism is a complex movement in multiple facets , which varies strongly from a country to the other one , and which changes all the time .	 - The complexity : while it seems easy to grasp , cyber-activism is a complex movement with multiple facets , which varies greatly from one country to another and which changes all The time .	3.0
0.5333333333333333	10	 '' The neo-democrats agree so that we take measures against the boatmen of immigrants and it is what we make by the intervention of another bill , the C-35 '' , indicated Mrs Chow .	 `` The neo-democrats agree to us taking measures against the boatmen carrying illegal immigrants and this is what we are doing through another bill , the C-35 '' , indicated Mrs Chow .	1.9166666666666667
0.7647058823529412	9	 Indeed , many here is `` the efficient markets hypothesis , '' which claims that the financial markets worldwide have become so competitive that it is impossible to obtain a return on investment , higher than normal .	 Indeed , many here teaching the `` efficient markets hypothesis , '' which claims that the world 's financial markets have become so competitive that it is impossible to obtain a return on investment above normal .	3.875
0.45	10	 At the end of monarchy , begin of the republic today we let us be in the 5th republic .	 After the end of the kingdom , a republic was declared . Today we live in the 5th republic .	1.2727272727272727
1.0	5	 The Arab countries are sandwiched between the two , as the Lebanese , who fear to pay the price in case of American or Israeli attack against Iran 's nuclear facilities . For Hezbollah could attack Israel from southern Lebanon .	 The Arab countries are sandwiched between the two , like the Lebanese , who fear paying the price in case of an American or Israeli attack against Iran 's nuclear facilities . For Hezbollah could then attack Israel from southern Lebanon .	6.75
0.9253731343283583	10	 The most resounding these days is probably the coordinated action against paedophiles Brazilians , in which Google has sent to the Brazilian government information that he had collected on the page called Orkut public , thereby allowing identification .	 The most resounding example of these times is probably the coordinated action against Brazilian paedophiles , in which Google has sent the Brazilian government information that was collected on the public page called Orkut , thereby allowing identification .	3.3333333333333335
0.9375	1	 She is a mom of a girl and a boy and divorced of Sam Mendes .	 She is a mom of a girl and a boy and divorced from Sam Mendes .	0.0
1.0	1	 This partly explains why the US attract portfolio investors worldwide .	 This partly explains why the US attracts portfolio investors worldwide .	0.0
0.735632183908046	8	 Now the hard left to do : establish peace and security , winning the war against terrorism and convince the Muslim masses that America has no intention to occupy Iraq but siphoning all its oil resources and redesign the Middle East to its image .	 Now the harder is left to do : establish peace and security , winning the war against terrorism and convince the Muslim masses that America does not intend to occupy Iraq and siphon its oil resources and redesign the Middle East to its image .	4.285714285714286
0.7368421052631579	9	 What appeals to me particularly is that it has its style to it , and not on others .	 What appeals to me particularly is that she has her own style and she does n't copy others .	1.125
0.8823529411764706	8	 In Rome , in areas near the Central University -LRB- San Lorenzo , Piazza Bologna -RRB- , it takes approximately 600 euros for a simple , 450 for a bed in a double .	 In Rome , in the areas near the central universities -LRB- San Lorenzo , Piazza Bologna -RRB- , they charge about 600 Euros for a single , 450 for a bed in a double .	2.857142857142857
1.0	4	 In April 1999 , it has refused the blood of people who had stayed more than a month in the United Kingdom since 1980 .	 So in April 1999 , they refused the blood of people who had stayed more than a month in the United Kingdom since 1980 .	1.6666666666666667
0.782608695652174	2	 And it shows no sign of weakness ; at the last fiscal year is waning in June , the yield was 22,9 % .	 And it shows no sign of weakness ; at the last fiscal year ending in June , the yield was 22,9 % .	1.0
1.0	5	 It demeura one of seven national symbols , even after the creation of the Czech Republic independent .	 It remained one of the seven national symbols even after the creation of the independent Czech Republic .	3.75
0.723404255319149	10	 Étrangers politics , ordinary Russians are indifferent to all who do not affect directly , and trying to call to account for it .	 Alienated from politics , ordinary Russians are indifferent to everything that does not affect them directly , and do not attempt to hold anyone accountable .	2.0
0.4827586206896552	10	 Remember that during the first match of the series back , on Friday , the impact had suffered a defeat of 2-1 in starfire complex , Tukwila in suburban Seattle .	 Reminding that on the first match of the away-home series , on Friday , Impact suffered a 2-1 defeat in Starfire Sports Complex , in Tukwila in suburban Seattle .	1.9230769230769231
0.6666666666666666	1	 We were not intimate friends , but he and I have worked together in critical situations , and I never doubted her sincerity .	 We were not intimate friends , but he and I have worked together in critical situations , and I have never doubted her sincerity .	0.0
0.6262626262626263	10	 It shows the guidelines to an agreement in which the industrial nations should reduce collectively their emissions in 2020 , from 25 to 45 percent compared to 1990 levels , while the major developing countries , during the same period , would reduce emissions by 15 to 30 percent .	 It shows the guidelines of a potential agreement in which the industrialized nations would collectively reduce their emissions in 2020 , by 25 to 45 percent compared with 1990 levels , while the main developing countries , during the same period , would reduce theirs by 15 to 30 percent .	3.9
0.6086956521739131	10	 The périurbains trains and buses 300 to 499 , that are essentially the inhabitants of Commons bohemian central to access the capital .	 Namely in suburban trains and bus lines 300 to 499 , are mainly used by the inhabitants of the Central Bohemia to access the capital .	1.5454545454545454
0.5964912280701755	7	 This discussion was revealed in the documentary `` Roman Polanski : Wanted and Desired '' -LRB- Roman Polanski , Wanted and Desired -RRB- , the prosecutor , David Wells .	 This discussion was revealed in the documentary `` Roman Polanski : Wanted and Desired '' -LRB- Roman Polanski , Wanted and Desired -RRB- , from the very mouth of the prosecutor in question , David Wells .	1.3333333333333333
0.47058823529411764	4	 The SV Hamburg will on Monday its 121 years .	 The SV Hamburg will celebrate its 121 years this Monday .	2.0
0.6909090909090908	6	 In France , President Jacques Chirac , image par excellence of the leader hostage to its pressure groups , swaying in a helpless towards the end of its mandate for 2007 .	 In France , President Jacques Chirac , image by excellence of the leader hostage to its pressure groups , swaying in a helpless way towards the end of his mandate , expected in 2007 .	4.6
